Date,Sensor1,Sensor2,Sensor3
7/21/2018 4:01,81.6,90.7,75.2
7/21/2018 5:00,81.4,91.9,75.4
7/21/2018 6:01,81.2,92.1,75.6
7/21/2018 7:00,82.3,91.6,76
7/21/2018 8:01,82.5,92.6,77
7/21/2018 9:00,82.7,92.3,77
7/21/2018 10:01,83.1,92.8,76.4
7/21/2018 12:01,82.3,93,76.8
7/21/2018 13:02,82,93,77.2
7/21/2018 14:01,82.3,93.3,78.1
7/21/2018 15:02,82.5,94.2,78.3
7/21/2018 16:01,11,92.3,77.2
7/21/2018 18:00,11.7,93.3,78.1
7/21/2018 19:01,12,92.8,78.3
7/21/2018 20:02,13.2,94.4,78.7
7/21/2018 21:01,20.5,95.4,79.7
7/21/2018 22:02,23.9,95.9,79.7
7/21/2018 23:01,25.6,95.4,79.7
7/22/2018 0:01,26.9,96.1,79.9
7/22/2018 1:00,28,96.4,80.8
7/22/2018 2:01,29,97.6,80.6
7/22/2018 3:00,30,97.3,80.4
7/22/2018 4:01,30.9,97.6,81.6
7/22/2018 5:00,31.5,98.8,81.4
7/22/2018 6:01,32.4,98.6,81.8
7/22/2018 7:00,33.1,99.1,82.9
7/22/2018 8:01,33.8,99.3,82.7
7/22/2018 9:02,34.8,99.8,82.5
7/22/2018 11:01,35.2,103.6,83.8
7/22/2018 12:00,35.6,101,84.4
7/22/2018 13:01,36.2,101,83.6
7/22/2018 14:00,36.7,102.3,83.8
7/22/2018 15:01,37.5,101.5,83.8
7/22/2018 16:02,37.9,101.8,84.2
7/22/2018 17:01,39,103.3,84.4
7/22/2018 18:02,39.5,102.6,84.6
7/22/2018 19:00,40.4,102.8,84.9
7/22/2018 20:01,41.3,104.6,85.5
7/22/2018 21:00,42.2,103.8,86
7/22/2018 22:01,43.6,104.1,86.2
7/22/2018 23:00,44.4,104.6,87.3
7/23/2018 0:01,45.3,105.9,87.1
7/23/2018 1:02,46,105.4,87.7
7/23/2018 2:01,46.8,106.4,87.7
7/23/2018 3:02,49,106.7,88.6
7/23/2018 4:01,49.8,107.2,90
7/23/2018 5:01,50.9,107.2,89.1
7/23/2018 6:00,51.6,107.7,88.9
7/23/2018 7:01,52.8,109.6,88.6
7/23/2018 8:00,53.1,108.3,89.1
7/23/2018 9:01,54.2,108.8,89.1
7/23/2018 10:00,54.7,109.1,89.6
7/23/2018 11:01,55,109.6,90.2
7/23/2018 12:02,55.5,110.4,90.9
7/23/2018 13:01,56,110.2,90
7/23/2018 14:02,56.2,110.4,91.4
7/23/2018 15:01,56,112.3,90.9
7/23/2018 16:01,56.2,112.1,90.9
7/23/2018 17:00,57,111,91.2
7/23/2018 18:01,57.5,112.6,91.4
7/23/2018 19:00,58.9,111.8,91.9
7/23/2018 20:01,59.9,112.1,92.3
7/23/2018 21:00,61.1,112.6,92.6
7/23/2018 22:01,61.5,114.5,93
7/23/2018 23:00,62,114,93
7/24/2018 0:01,62.7,115.7,94
7/24/2018 1:00,63.4,116.2,94
7/24/2018 2:01,64.3,115.9,94
7/24/2018 3:02,65.4,115.4,94.7
7/24/2018 4:01,65.6,115.9,95.4
7/24/2018 5:02,66.7,116.2,94.4
7/24/2018 6:01,17.3,115.9,95.2
7/24/2018 7:02,19.7,116.8,96.4
7/24/2018 8:01,18.8,117.1,97.1
7/24/2018 9:01,18.5,116.8,97.8
7/24/2018 10:00,19,117.1,96.4
7/24/2018 11:01,19.6,117.6,97.6
7/24/2018 12:00,19.9,118.8,96.4
7/24/2018 13:01,20.5,117.9,96.4
7/24/2018 14:00,20.8,118.2,96.8
7/24/2018 15:01,20.9,118.5,97.3
7/24/2018 16:00,21.4,118.2,97.6
7/24/2018 17:01,21.3,120.8,97.3
7/24/2018 18:02,21.8,120.2,97.8
7/24/2018 19:01,22.3,120.5,98.1
7/24/2018 19:35,22.4,119.7,98.3
7/24/2018 20:00,22.2,119.9,98.3
7/24/2018 21:01,24.2,119.9,99.3
7/24/2018 22:02,27.2,122.9,100.3
7/24/2018 23:00,29.3,121.1,99.1
7/25/2018 0:01,30.5,121.7,100.3
7/25/2018 1:02,31.7,124.1,100.5
7/25/2018 2:00,33,124.1,101.5
7/25/2018 3:01,34.1,123.8,100.3
7/25/2018 4:00,35,123.8,100.8
7/25/2018 5:01,36.1,124.1,101.3
7/25/2018 6:00,37.3,124.1,100.8
7/25/2018 7:01,38.3,126.5,101.5
7/25/2018 8:02,39.3,127.1,101.5
7/25/2018 9:00,39.8,128.3,101.5
7/25/2018 10:01,40.7,125.9,104.1
7/25/2018 11:00,40.9,126.2,102.1
7/25/2018 13:01,42,126.5,101.8
7/25/2018 14:00,42.1,126.2,102.3
7/25/2018 15:01,42.9,126.8,102.3
7/25/2018 16:00,43.7,127.4,102.6
7/25/2018 17:01,44.5,127.4,104.4
7/25/2018 18:02,45.6,127.7,104.4
7/25/2018 19:00,46.7,127.7,103.3
7/25/2018 20:01,49.5,128,104.1
7/25/2018 21:00,50.7,128.3,105.1
7/25/2018 22:01,52,128.6,104.4
7/25/2018 23:02,52.9,129.6,105.6
7/26/2018 0:00,54.1,130.2,106.4
7/26/2018 1:01,55.2,130.5,105.1
7/26/2018 2:00,56.9,134.3,107
7/26/2018 3:01,58,131.4,105.6
7/26/2018 4:02,58.4,131.4,105.9
7/26/2018 5:01,60.1,131.8,106.2
7/26/2018 6:02,60.6,132.4,107.7
7/26/2018 7:00,61.5,132.7,107.2
7/26/2018 8:01,62.4,133,108.3
7/26/2018 9:00,62.7,135.6,107.2
7/26/2018 10:01,63.1,134.6,108.3
7/26/2018 11:00,63.3,134.3,107.2
7/26/2018 12:01,62.7,135.9,107.5
7/26/2018 13:01,62,134.6,110.2
7/26/2018 14:00,62.2,134.6,109.6
7/26/2018 15:01,63.1,134.6,108.8
7/26/2018 16:00,62.6,135.6,109.1
7/26/2018 17:01,62.9,135.3,109.3
7/26/2018 18:00,63.4,135.3,109.6
7/26/2018 19:01,64.2,135.6,110.4
7/26/2018 20:00,64.9,136.2,111.5
7/26/2018 21:01,65.8,136.9,111.5
7/26/2018 22:02,66.7,140.5,111
7/26/2018 23:01,69,137.6,111
7/27/2018 0:01,69,138.9,111.5
7/27/2018 1:00,69.5,138.2,111.2
7/27/2018 2:01,70.1,139.5,114.8
7/27/2018 3:00,70.9,139.9,112.6
7/27/2018 4:01,71.7,141.9,112.6
7/27/2018 5:00,72.4,140.2,113.2
7/27/2018 6:01,73.2,140.9,113.4
7/27/2018 7:02,73.8,142.2,112.6
7/27/2018 8:01,74.4,141.6,115.1
7/27/2018 9:01,75.2,141.9,115.7
7/27/2018 10:00,74.8,142.2,114.8
7/27/2018 11:01,74.8,142.9,115.7
7/27/2018 13:01,74.6,143.2,115.7
7/27/2018 15:00,74.6,145.7,116.2
7/27/2018 16:01,74.4,146,116.2
7/27/2018 17:02,74.6,144.3,117.1
7/27/2018 18:01,74.2,146,116.8
7/27/2018 19:01,75,144.6,117.4
7/27/2018 20:00,74.8,147.1,117.4
7/27/2018 21:01,75.2,145.3,117.9
7/27/2018 22:00,76.6,150.9,121.1
7/27/2018 23:01,77.4,146.7,118.2
7/28/2018 0:00,77.9,147.4,120.5
7/28/2018 1:01,78.5,147.4,118.8
7/28/2018 2:02,79.1,147.8,119.1
7/28/2018 3:01,80.1,148.1,119.7
7/28/2018 4:02,81.8,153.1,121.4
7/28/2018 5:01,81.8,150.9,121.1
7/28/2018 6:01,84.4,153.5,122.9
7/28/2018 7:00,83.8,150.2,122.3
7/28/2018 8:01,84.2,150.2,121.4
7/28/2018 9:00,86,152,121.1
7/28/2018 10:01,84.6,150.6,121.7
7/28/2018 11:00,83.1,150.9,122
7/28/2018 12:01,81.8,151.7,123.2
7/28/2018 13:02,81,152.4,122.3
7/28/2018 14:00,81.2,151.7,122.9
7/28/2018 16:02,80.6,153.8,123.2
7/28/2018 18:01,81.8,153.8,124.4
7/28/2018 19:02,81.4,154.6,125.9
7/28/2018 20:01,82.3,153.5,124.7
7/28/2018 21:02,82.9,154.6,125.6
7/28/2018 22:00,83.6,154.9,125.6
7/28/2018 23:01,85.7,158.3,128
7/29/2018 0:00,85.1,156.4,126.5
7/29/2018 1:01,86.8,157.9,126.8
7/29/2018 2:00,87.3,157.5,128.9
7/29/2018 3:01,87.5,158.3,127.7
7/29/2018 4:00,88.4,159,127.7
7/29/2018 5:01,89.3,160.6,129.3
7/29/2018 6:02,90.9,162.1,129.6
7/29/2018 7:01,90.7,162.9,129.6
7/29/2018 8:02,92.3,161.7,131.1
7/29/2018 9:00,93.3,162.5,131.1
7/29/2018 10:01,91.9,161.7,132.4
7/29/2018 11:00,90.9,161.7,131.1
7/29/2018 12:01,89.8,163.3,130.8
7/29/2018 13:00,89.1,162.5,130.5
7/29/2018 14:01,89.6,163.6,131.1
7/29/2018 15:02,88.9,163.6,131.8
7/29/2018 16:01,88.9,162.1,132.1
7/29/2018 17:01,89.6,164.8,132.4
7/29/2018 18:00,89.8,163.6,132.7
7/29/2018 19:01,90.7,166,133
7/29/2018 20:00,91.6,166.4,133.3
7/29/2018 21:01,92.1,168.4,136.6
7/29/2018 22:00,92.8,166.8,134.6
7/29/2018 23:01,94.7,168,134.6
7/30/2018 0:02,95.2,171.2,134.6
7/30/2018 1:01,95.4,169.6,135.3
7/30/2018 2:02,96.6,171.2,137.6
7/30/2018 3:01,97.3,170.8,136.2
7/30/2018 4:02,98.3,174.1,137.9
7/30/2018 5:01,99.1,171.2,138.9
7/30/2018 6:02,100.5,172.8,137.9
7/30/2018 7:01,101,173.7,140.2
7/30/2018 8:02,102.3,176.6,140.5
7/30/2018 9:00,101.5,176.1,138.2
7/30/2018 10:01,101.8,174.5,140.9
7/30/2018 11:00,101,175.3,139.2
7/30/2018 12:01,100.3,174.9,139.9
7/30/2018 13:00,99.5,175.3,140.2
7/30/2018 14:01,99.5,175.7,140.5
7/30/2018 15:01,100,176.6,140.5
7/30/2018 16:00,99.5,176.1,143.2
7/30/2018 17:01,100.5,182.1,141.2
7/30/2018 18:00,100.8,181.7,141.9
7/30/2018 19:01,101.8,179.5,142.2
7/30/2018 20:00,101.5,178.2,142.9
7/30/2018 21:01,102.3,178.7,142.9
7/30/2018 22:00,103.1,179.5,143.6
7/30/2018 23:01,103.6,180.8,144.3
7/31/2018 0:00,104.6,182.5,146.4
7/31/2018 1:01,104.9,182.1,144.6
7/31/2018 2:02,107,184.3,147.1
7/31/2018 3:01,106.7,183.4,146
7/31/2018 4:01,108.3,184.7,146
7/31/2018 5:00,108,183.4,148.1
7/31/2018 6:01,108.8,184.7,146.4
7/31/2018 7:00,109.1,184.7,147.1
7/31/2018 8:01,109.6,185.6,146.7
7/31/2018 9:00,111.2,188.7,148.1
7/31/2018 10:01,111.5,190.1,147.8
7/31/2018 11:00,110.2,186.5,147.4
7/31/2018 12:01,110.7,188.3,148.8
7/31/2018 13:00,109.1,188.3,148.8
7/31/2018 14:01,109.9,190.1,147.8
7/31/2018 15:00,109.9,188.7,148.5
7/31/2018 16:01,111,187.8,148.5
7/31/2018 17:00,110.4,193.3,150.2
7/31/2018 18:01,111.2,189.2,149.5
7/31/2018 19:00,112.9,192.8,150.2
7/31/2018 20:01,112.9,191,150.9
7/31/2018 21:00,113.4,191.9,150.2
7/31/2018 22:01,116.2,193.3,152.8
7/31/2018 23:02,114.8,192.3,150.2
8/1/2018 0:00,115.4,196.5,151.3
8/1/2018 1:01,115.7,193.3,150.9
8/1/2018 2:00,117.9,193.7,151.7
8/1/2018 3:01,117.6,194.7,151.7
8/1/2018 4:00,117.9,194.7,152
8/1/2018 5:01,119.1,195.6,152
8/1/2018 6:00,119.7,196.5,152
8/1/2018 7:01,121.7,196,154.2
8/1/2018 8:02,122.3,197,152.8
8/1/2018 9:01,121.1,197.5,153.1
8/1/2018 10:02,122.6,199.4,154.9
8/1/2018 11:01,122.3,197.9,152.8
8/1/2018 12:02,122,197.5,154.6
8/1/2018 13:01,122.6,197.9,152.8
8/1/2018 14:02,121.4,198.9,152.8
8/1/2018 15:00,122.3,198.9,152.8
8/1/2018 16:01,122.3,198.9,153.1
8/1/2018 17:00,122.9,199.4,152.8
8/1/2018 18:01,123.8,200,155.7
8/1/2018 19:02,124.7,200,154.2
8/1/2018 20:01,125.3,200,154.2
8/1/2018 21:02,127.7,200,154.2
8/1/2018 22:00,126.8,200,158.3
8/1/2018 23:01,127.7,200,154.9
8/2/2018 0:00,128.9,200,155.3
8/2/2018 1:01,128.9,200,154.9
8/2/2018 2:00,130.2,200,155.3
8/2/2018 3:01,132.7,200,155.3
8/2/2018 4:00,132.1,200,157.5
8/2/2018 5:01,134.3,200,155.7
8/2/2018 6:02,133,200,155.7
8/2/2018 7:01,134.6,200,155.3
8/2/2018 8:02,134.9,200,156.4
8/2/2018 9:01,136.6,200,157.9
8/2/2018 10:02,135.3,200,154.9
8/2/2018 11:01,135.6,200,156.4
8/2/2018 12:01,134.3,200,154.6
8/2/2018 13:00,134,200,155.3
8/2/2018 14:01,135.3,200,155.7
8/2/2018 15:00,134.6,200,155.3
8/2/2018 16:01,135.6,200,156.1
8/2/2018 17:00,136.9,200,157.9
8/2/2018 18:01,137.9,200,156.1
8/2/2018 19:00,138.9,200,156.8
8/2/2018 20:01,139.9,200,156.4
8/2/2018 21:02,141.2,200,156.8
8/2/2018 22:01,142.9,200,159
8/2/2018 23:02,142.2,200,158.3
8/3/2018 0:00,143.2,200,160.2
8/3/2018 1:01,146,200,157.9
8/3/2018 2:00,149.2,200,158.3
8/3/2018 3:01,146.7,200,158.3
8/3/2018 4:00,146.7,200,158.3
8/3/2018 5:01,149.9,200,159
8/3/2018 6:00,150.2,200,159
8/3/2018 7:01,148.8,200,160.6
8/3/2018 8:00,149.9,200,159.8
8/3/2018 9:01,150.2,200,158.3
8/3/2018 10:00,152,200,160.2
8/3/2018 12:02,152,200,158.3
8/3/2018 13:01,152,200,160.9
8/3/2018 15:00,154.9,200,159
8/3/2018 16:01,154.2,200,159.4
8/3/2018 17:00,155.7,200,162.1
8/3/2018 18:01,160.2,200,160.6
8/3/2018 19:00,158.3,200,160.2
8/3/2018 20:01,160.6,200,160.9
8/3/2018 21:00,160.6,200,161.3
8/3/2018 22:01,161.3,200,160.6
8/3/2018 23:00,161.7,200,160.9
8/4/2018 0:01,162.1,200,163.3
8/4/2018 1:00,162.1,200,161.3
8/4/2018 2:01,166.8,200,163.6
8/4/2018 3:00,163.3,200,161.3
8/4/2018 4:01,164.8,200,161.7
8/4/2018 5:00,166,200,163.6
8/4/2018 6:01,165.2,200,162.5
8/4/2018 7:00,165.6,200,164.8
8/4/2018 8:01,166.4,200,165.2
8/4/2018 9:00,169.2,200,165.2
8/4/2018 10:01,167.6,200,162.5
8/4/2018 11:00,169.2,200,162.5
8/4/2018 12:01,171.2,200,164.8
8/4/2018 13:02,172.8,200,164.8
8/4/2018 14:01,173.2,200,163.3
8/4/2018 15:02,174.9,200,162.9
8/4/2018 16:01,175.7,200,165.2
8/4/2018 17:02,174.5,200,163.6
8/4/2018 18:01,176.6,200,166
8/4/2018 19:02,177,200,164
8/4/2018 20:01,179.9,200,164.4
8/4/2018 21:02,178.2,200,166
8/4/2018 22:01,181.7,200,166.4
8/4/2018 23:02,179.1,200,165.2
8/5/2018 0:01,179.5,200,165.2
8/5/2018 1:02,179.9,200,165.6
8/5/2018 2:01,183,200,168.8
8/5/2018 3:02,183,200,163.6
8/5/2018 4:00,180.8,200,167.2
8/5/2018 5:01,184.3,200,165.2
8/5/2018 6:00,181.7,200,166.4
8/5/2018 7:01,182.5,200,170.4
8/5/2018 8:00,182.5,200,166.8
8/5/2018 9:01,183.8,200,165.6
8/5/2018 10:00,185.2,200,166
8/5/2018 11:01,186,200,168
8/5/2018 12:02,186.9,200,167.2
8/5/2018 13:01,187.4,200,166.4
8/5/2018 14:00,189.2,200,168
8/5/2018 15:01,191,200,169.2
8/5/2018 16:00,191,200,166.4
8/5/2018 17:01,193.7,200,166.4
8/5/2018 18:00,192.3,200,166.4
8/5/2018 19:01,193.7,200,166.8
8/5/2018 20:00,196,200,166.8
8/5/2018 21:01,200,200,166.8
8/5/2018 22:00,197,200,167.2
8/5/2018 23:01,196,200,167.2
8/6/2018 0:00,199.4,200,167.2
8/6/2018 1:01,196.5,200,168
8/6/2018 2:00,194.2,200,167.6
8/6/2018 3:01,193.3,200,168
8/6/2018 4:00,193.7,200,170.8
8/6/2018 5:01,193.3,200,168
8/6/2018 6:00,193.3,200,168
8/6/2018 7:01,195.1,200,170
8/6/2018 8:00,193.7,200,172.4
8/6/2018 9:01,196,200,168
8/6/2018 10:00,197.9,200,167.6
8/6/2018 11:01,196,200,168
8/6/2018 12:00,197.9,200,167.2
8/6/2018 13:01,200,200,167.2
8/6/2018 14:00,200,200,169.2
8/6/2018 15:01,200,200,167.6
8/6/2018 16:02,200,200,167.6
8/6/2018 17:01,200,200,167.6
8/6/2018 18:02,200,200,167.6
8/6/2018 19:01,200,200,167.6
8/6/2018 20:02,200,200,168.4
8/6/2018 21:01,200,200,171.2
8/6/2018 22:02,200,200,172.8
8/6/2018 23:01,200,200,168.4
8/7/2018 0:02,200,200,168
8/7/2018 1:01,200,200,170
8/7/2018 2:02,200,200,169.6
8/7/2018 3:01,200,200,170
8/7/2018 4:02,200,200,170
8/7/2018 5:01,200,200,168.8
8/7/2018 6:02,200,200,167.6
8/7/2018 7:01,200,200,167.6
8/7/2018 8:02,200,200,170
8/7/2018 9:00,200,200,170
8/7/2018 10:01,200,200,167.2
8/7/2018 11:00,200,200,166.8
8/7/2018 12:01,200,200,170
8/7/2018 13:00,200,200,166.8
8/7/2018 14:01,30.2,200,167.6
8/7/2018 15:00,19.3,200,165.6
8/7/2018 16:01,21,200,165.2
8/7/2018 17:00,21.1,200,167.6
8/7/2018 18:01,20.6,200,166.8
8/7/2018 19:00,20.8,200,168.8
8/7/2018 20:01,22.5,200,170.8
8/7/2018 21:00,24.6,200,166.8
8/7/2018 22:01,26.3,200,166.8
8/7/2018 23:01,27.4,200,168.4
8/8/2018 0:02,28.5,200,168
8/8/2018 1:00,29.5,200,170.4
8/8/2018 2:01,30.3,200,168
8/8/2018 3:00,30.8,200,166.8
8/8/2018 4:01,31.7,200,165.6
8/8/2018 5:00,32.2,200,166.4
8/8/2018 6:01,32.9,200,165.6
8/8/2018 7:00,33.4,200,166.8
8/8/2018 8:01,34.1,200,167.2
8/8/2018 9:00,34.4,200,163.3
8/8/2018 10:01,34.6,200,164.4
8/8/2018 11:00,35.1,200,164.4
8/8/2018 12:01,35.2,200,163.3
8/8/2018 13:00,35.2,200,162.9
8/8/2018 15:01,35.9,200,162.5
8/8/2018 16:00,36.1,200,162.5
8/8/2018 17:01,36.3,200,164
8/8/2018 18:00,37,200,164.4
8/8/2018 19:01,37.4,200,164
8/8/2018 20:00,37.6,200,162.5
8/8/2018 21:01,38.3,200,161.7
8/8/2018 22:00,38.9,200,162.1
8/8/2018 23:01,39.4,200,161.7
8/9/2018 0:00,39.8,200,161.7
8/9/2018 1:01,40.2,200,161.7
8/9/2018 2:00,40.4,200,163.6
8/9/2018 3:01,40.8,200,163.3
8/9/2018 4:00,41.6,200,161.7
8/9/2018 5:01,41.7,200,160.9
8/9/2018 6:00,42.4,200,163.3
8/9/2018 7:01,42.9,200,161.3
8/9/2018 8:00,43,200,161.7
8/9/2018 9:01,42.9,200,162.5
8/9/2018 10:02,43.4,200,162.1
8/9/2018 11:01,43.6,200,159.4
8/9/2018 12:02,43.4,200,163.3
8/9/2018 13:01,44,200,162.5
8/9/2018 14:02,44,200,158.7
8/9/2018 15:01,44,200,159
8/9/2018 16:01,43.8,200,159
8/9/2018 17:00,44.4,200,158.7
8/9/2018 18:01,44.4,200,158.7
8/9/2018 19:00,44.9,200,157.9
8/9/2018 20:01,45.3,200,158.3
8/9/2018 21:00,45.9,200,159
8/9/2018 22:01,46.3,200,158.3
8/9/2018 23:00,47,200,160.2
8/10/2018 0:01,47,200,159.4
8/10/2018 1:00,49,200,157.9
8/10/2018 2:01,49.5,200,162.5
8/10/2018 3:00,49.6,200,157.2
8/10/2018 4:01,13.6,200,157.9
8/10/2018 5:00,4.1,200,160.2
8/10/2018 6:01,3.8,200,159.4
8/10/2018 7:00,3.5,200,158.3
8/10/2018 8:01,4.5,200,159.4
8/10/2018 9:00,5.4,200,160.6
8/10/2018 10:01,7.4,200,158.7
8/10/2018 11:00,12.2,200,156.8
8/10/2018 12:01,14.8,200,156.8
8/10/2018 13:00,16.8,200,156.4
8/10/2018 14:01,18.4,200,157.5
8/10/2018 15:00,19.4,200,155.7
8/10/2018 16:01,20.3,200,155.3
8/10/2018 17:00,21.3,200,156.8
8/10/2018 18:01,21.9,200,155.7
8/10/2018 19:00,22.5,200,156.8
8/10/2018 20:01,23,200,154.9
8/10/2018 21:00,23.6,200,155.3
8/10/2018 22:01,24,200,155.3
8/10/2018 23:00,24.4,200,156.8
8/11/2018 0:01,24.8,200,155.3
8/11/2018 1:00,25,200,155.3
8/11/2018 2:02,25.4,200,157.2
8/11/2018 4:01,25.9,200,156.8
8/11/2018 5:00,26.4,200,154.9
8/11/2018 6:01,26.7,200,155.3
8/11/2018 7:02,26.9,199.8,155.3
8/11/2018 8:01,27.1,198.9,155.3
8/11/2018 9:02,27.3,200,154.6
8/11/2018 10:01,27.4,198.9,156.4
8/11/2018 11:02,27.4,195.1,152.8
8/11/2018 12:01,27.4,195.6,153.8
8/11/2018 13:00,27.4,195.6,152
8/11/2018 14:01,27.4,192.3,152.4
8/11/2018 15:00,27.4,194.7,153.5
8/11/2018 16:01,27.5,194.2,152.8
8/11/2018 17:00,27.8,193.3,151.3
8/11/2018 18:01,28,191.9,151.3
8/11/2018 19:00,28.4,192.3,151.3
8/11/2018 20:01,28.7,192.3,151.3
8/11/2018 21:00,28.8,192.8,151.7
8/11/2018 22:01,29.1,191.9,150.9
8/11/2018 23:00,29.4,192.3,149.9
8/12/2018 0:01,29.9,195.6,149.9
8/12/2018 1:00,30,191,151.7
8/12/2018 2:01,30.5,191.9,151.7
8/12/2018 3:00,30.5,189.2,150.2
8/12/2018 4:01,31,191,149.9
8/12/2018 5:00,31,187.4,149.9
8/12/2018 6:01,31.2,186.5,149.9
8/12/2018 7:00,31.7,188.7,148.8
8/12/2018 8:01,31.8,192.3,151.3
8/12/2018 9:00,31.8,183.8,149.5
8/12/2018 10:01,31.9,183,150.9
8/12/2018 11:00,31.7,182.1,150.2
8/12/2018 12:01,31.7,182.5,149.9
8/12/2018 13:00,31.4,183.4,148.1
8/12/2018 14:02,31.3,182.5,148.5
8/12/2018 15:01,31.2,179.5,147.8
8/12/2018 16:02,31.3,179.1,149.2
8/12/2018 17:01,31.4,181.2,147.8
8/12/2018 18:02,31.8,179.9,147.8
8/12/2018 19:01,32,179.9,148.1
8/12/2018 20:02,32.2,182.5,147.1
8/12/2018 21:01,32.6,182.5,146.7
8/12/2018 22:00,32.9,181.7,147.8
8/12/2018 23:01,32.9,179.5,146.4
8/13/2018 0:00,33.4,179.5,146.7
8/13/2018 1:01,33.5,179.5,146.7
8/13/2018 2:00,34.1,181.2,149.5
8/13/2018 3:01,34.1,177.4,146.4
8/13/2018 4:00,34.3,177.8,145.7
8/13/2018 5:01,34.6,177,146.7
8/13/2018 6:00,35,174.1,147.1
8/13/2018 7:01,35.2,174.9,146
8/13/2018 8:00,35.2,173.2,145.7
8/13/2018 9:01,35.5,174.9,147.1
8/13/2018 10:00,35.4,171.6,147.1
8/13/2018 12:01,35.4,169.6,144.3
8/13/2018 13:00,35,168.8,144.3
8/13/2018 14:01,34.9,168.4,144.3
8/13/2018 15:00,34.8,167.6,143.9
8/13/2018 16:01,34.9,167.2,143.9
8/13/2018 17:00,34.9,167.6,143.6
8/13/2018 19:00,35.1,167.6,143.9
8/13/2018 20:01,35.5,168,143.6
8/13/2018 21:00,35.7,168.4,144.3
8/13/2018 22:01,36.1,168,142.6
8/13/2018 23:00,36.3,168.8,142.6
8/14/2018 0:01,36.6,167.2,142.9
8/14/2018 1:00,36.7,166.8,143.9
8/14/2018 2:01,37.2,168,142.2
8/14/2018 3:00,37.5,166,142.9
8/14/2018 4:02,37.6,165.2,142.6
8/14/2018 5:01,37.8,168,142.2
8/14/2018 6:02,38.3,166,141.9
8/14/2018 7:01,38.3,166,141.9
8/14/2018 8:02,38.8,163.3,141.9
8/14/2018 9:01,38.5,162.1,145.3
8/14/2018 10:00,38.8,163.3,142.9
8/14/2018 11:01,38.5,162.1,140.9
8/14/2018 12:00,38.1,160.9,140.9
8/14/2018 13:01,38.3,159,141.9
8/14/2018 14:00,37.9,160.6,141.9
8/14/2018 15:01,38,160.2,140.5
8/14/2018 16:02,37.9,157.9,140.5
8/14/2018 17:01,38,157.5,141.6
8/14/2018 18:01,37.9,157.9,139.9
8/14/2018 20:02,38.3,158.7,139.9
8/14/2018 21:01,38.3,162.1,139.5
8/14/2018 22:01,38.8,159,138.5
8/14/2018 23:02,39.3,159.8,139.9
8/15/2018 0:03,39.5,158.7,139.5
8/15/2018 1:02,39.8,158.7,138.5
8/15/2018 2:01,39.6,157.5,141.2
8/15/2018 3:01,39.9,159.4,138.2
8/15/2018 4:02,40,158.7,138.9
8/15/2018 5:01,40.3,156.8,139.5
8/15/2018 6:00,40.5,156.1,137.9
8/15/2018 7:01,40.8,156.1,138.2
8/15/2018 8:01,40.9,155.3,139.9
8/15/2018 9:02,40.9,156.8,138.2
8/15/2018 10:01,40.8,154.9,137.9
