Time,"6"" Moisture","12"" Moisture","24"" Moisture"
2019-07-31T12:24:05.873-05:00,-30.44,-26.15,-23.2
2019-07-31T12:24:06.332-05:00,-30.44,-26.15,-23.2
2019-07-31T12:24:06.335-05:00,-30.44,-26.15,-23.2
2019-07-31T12:24:06.628-05:00,-30.44,-26.15,-23.2
2019-07-31T12:27:37.468-05:00,-30.49,-26.2,-23.23
2019-07-31T12:27:37.932-05:00,-30.49,-26.2,-23.23
2019-07-31T12:27:37.934-05:00,-30.49,-26.29,-23.23
2019-07-31T12:27:38.455-05:00,-30.49,-26.2,-23.23
2019-07-31T12:27:38.458-05:00,-30.49,-26.29,-23.23
2019-07-31T12:27:38.463-05:00,-30.49,-26.2,-23.23
2019-07-31T12:30:22.373-05:00,-30.54,-26.33,-23.27
2019-07-31T12:30:22.816-05:00,-30.65,-26.33,-23.27
2019-07-31T12:30:23.271-05:00,-30.54,-26.33,-23.27
2019-07-31T12:30:23.280-05:00,-30.65,-26.33,-23.27
2019-07-31T12:30:23.283-05:00,-30.65,-26.33,-23.27
2019-07-31T12:30:23.573-05:00,-30.54,-26.33,-23.27
2019-07-31T13:10:17.448-05:00,-30.75,-26.41,-23.34
2019-07-31T13:10:17.893-05:00,-30.75,-26.41,-23.34
2019-07-31T13:10:17.896-05:00,-30.75,-26.41,-23.34
2019-07-31T14:00:02.223-05:00,-31.75,-27.36,-23.68
2019-07-31T14:00:02.233-05:00,-31.75,-27.36,-23.68
2019-07-31T14:00:02.743-05:00,-31.86,-27.36,-23.68
2019-07-31T14:00:02.753-05:00,-31.86,-27.36,-23.68
2019-07-31T14:00:02.757-05:00,-31.86,-27.36,-23.68
2019-07-31T15:10:44.318-05:00,-31.86,-27.36,-23.68
2019-07-31T15:10:44.804-05:00,-31.86,-27.45,-23.68
2019-07-31T16:15:34.000-05:00,-32.84,-28.09,-23.41
2019-07-31T18:16:20.000-05:00,-33.69,-28.5,-22.88
2019-07-31T20:28:43.000-05:00,-34.59,-28.74,-22.45
2019-07-31T22:41:01.000-05:00,-35.27,-28.78,-21.95
2019-08-01T00:52:50.000-05:00,-35.96,-28.72,-21.68
2019-08-01T02:52:52.000-05:00,-36.52,-28.64,-21.48
2019-08-01T05:16:50.000-05:00,-37.02,-28.61,-21.24
2019-08-01T07:28:29.000-05:00,-37.96,-28.9,-21.31
2019-08-01T09:40:37.000-05:00,-39.65,-30.05,-22.06
2019-08-01T11:52:54.000-05:00,-41.51,-31.63,-22.8
2019-08-01T14:05:21.000-05:00,-43.22,-33.23,-23.36
2019-08-01T14:18:30.000-05:00,-43.22,-33.23,-23.44
2019-08-01T14:18:33.000-05:00,-43.22,-33.23,-23.36
2019-08-01T14:18:38.000-05:00,-43.22,-33.23,-23.36
2019-08-01T14:18:58.000-05:00,-43.22,-33.23,-23.36
2019-08-01T14:19:00.000-05:00,-43.22,-33.23,-23.44
2019-08-01T16:31:49.000-05:00,-43.75,-33.72,-23.13
2019-08-01T16:31:54.000-05:00,-43.75,-33.72,-23.13
2019-08-01T16:31:56.000-05:00,-43.75,-33.72,-23.21
2019-08-01T18:32:29.000-05:00,-44.33,-33.76,-22.69
2019-08-01T20:44:46.000-05:00,-44.31,-33.48,-22.13
2019-08-01T22:56:51.000-05:00,-44.92,-33.18,-21.86
2019-08-02T01:08:48.000-05:00,-45.76,-33.03,-21.69
2019-08-02T03:20:42.000-05:00,-46.11,-32.78,-21.53
2019-08-02T05:32:33.000-05:00,-48.09,-32.63,-21.36
2019-08-02T07:44:23.000-05:00,-49.18,-32.96,-21.57
2019-08-02T09:56:39.000-05:00,-51.22,-34.22,-22.29
2019-08-02T12:21:22.000-05:00,-53.42,-36.23,-23.15
2019-08-02T12:21:27.000-05:00,-53.42,-36.23,-23.23
2019-08-02T12:21:29.000-05:00,-53.42,-36.23,-23.15
2019-08-02T12:21:31.000-05:00,-53.42,-36.23,-23.15
2019-08-02T12:21:33.000-05:00,-53.42,-36.23,-23.15
2019-08-02T12:22:19.000-05:00,-53.42,-36.23,-23.23
2019-08-02T12:23:56.000-05:00,-53.42,-36.23,-23.23
2019-08-02T12:23:59.000-05:00,-53.42,-36.23,-23.23
2019-08-02T12:24:01.000-05:00,-53.42,-36.23,-23.23
2019-08-02T12:24:03.000-05:00,-53.42,-36.23,-23.23
2019-08-02T12:24:05.000-05:00,-53.42,-36.23,-23.23
2019-08-02T12:24:07.000-05:00,-53.42,-36.23,-23.23
2019-08-02T12:27:12.000-05:00,-53.5,-36.29,-23.27
2019-08-02T12:27:12.000-05:00,-53.5,-36.29,-23.27
2019-08-02T12:27:12.000-05:00,-53.5,-36.29,-23.27
2019-08-02T12:27:14.000-05:00,-53.5,-36.29,-23.27
2019-08-02T12:27:14.000-05:00,-53.5,-36.29,-23.27
2019-08-02T12:27:14.000-05:00,-53.5,-36.29,-23.27
2019-08-02T12:27:16.000-05:00,-53.5,-36.29,-23.27
2019-08-02T12:27:16.000-05:00,-53.5,-36.29,-23.27
2019-08-02T12:27:16.000-05:00,-53.5,-36.29,-23.27
2019-08-02T12:27:18.000-05:00,-53.5,-36.29,-23.27
2019-08-02T12:27:18.000-05:00,-53.5,-36.29,-23.27
2019-08-02T12:27:18.000-05:00,-53.5,-36.29,-23.27
2019-08-02T12:27:21.000-05:00,-53.5,-36.29,-23.27
2019-08-02T12:27:21.000-05:00,-53.5,-36.29,-23.27
2019-08-02T12:27:21.000-05:00,-53.5,-36.29,-23.27
2019-08-02T12:27:23.000-05:00,-53.5,-36.29,-23.27
2019-08-02T12:27:23.000-05:00,-53.5,-36.29,-23.27
2019-08-02T12:27:23.000-05:00,-53.5,-36.29,-23.27
2019-08-02T12:39:54.003-05:00,-53.57,-36.48,-23.31
2019-08-02T12:39:54.468-05:00,-53.57,-36.48,-23.31
2019-08-02T12:39:54.925-05:00,-53.57,-36.48,-23.31
2019-08-02T12:39:54.937-05:00,-53.57,-36.48,-23.31
2019-08-02T12:39:54.940-05:00,-53.57,-36.35,-23.31
2019-08-02T12:39:55.225-05:00,-53.79,-36.48,-23.31
2019-08-02T13:12:52.843-05:00,-54.02,-36.66,-23.42
2019-08-02T13:12:53.307-05:00,-54.02,-36.66,-23.42
2019-08-02T13:12:53.310-05:00,-54.02,-36.8,-23.42
2019-08-02T13:12:53.769-05:00,-54.02,-36.66,-23.42
2019-08-02T13:12:53.770-05:00,-54.02,-36.66,-23.42
2019-08-02T13:12:53.773-05:00,-54.02,-36.66,-23.42
2019-08-02T13:12:54.064-05:00,-54.02,-36.66,-23.42
2019-08-02T13:14:52.080-05:00,-54.17,-36.73,-23.38
2019-08-02T13:14:52.565-05:00,-54.17,-36.73,-23.38
2019-08-02T13:14:52.567-05:00,-54.17,-36.73,-23.38
2019-08-02T13:14:53.109-05:00,-54.17,-36.73,-23.38
2019-08-02T13:14:53.112-05:00,-54.17,-36.73,-23.38
2019-08-02T13:14:53.117-05:00,-54.17,-36.73,-23.38
2019-08-02T15:55:59.289-05:00,-55.15,-37.46,-23.42
2019-08-02T17:56:25.132-05:00,-56.17,-37.88,-23.43
2019-08-02T19:56:56.801-05:00,-56.49,-37.73,-23.02
2019-08-02T23:57:51.626-05:00,-56.63,-37.33,-22.63
2019-08-03T01:58:19.755-05:00,-57.09,-36.92,-22.31
2019-08-03T03:58:45.379-05:00,-57.47,-36.77,-22.22
2019-08-03T05:59:14.644-05:00,-57.94,-36.42,-22.09
2019-08-03T07:59:44.134-05:00,-58.67,-36.37,-21.99
2019-08-03T10:00:12.798-05:00,-60.72,-37.66,-22.73
2019-08-03T12:00:34.853-05:00,-62.86,-39.41,-23.5
2019-08-03T12:51:01.400-05:00,-64.37,-40.79,-24.11
2019-08-03T12:51:01.919-05:00,-64.37,-40.94,-24.03
2019-08-03T12:51:01.920-05:00,-64.37,-40.79,-24.11
2019-08-03T12:51:01.926-05:00,-64.37,-40.79,-24.11
2019-08-03T13:20:31.656-05:00,-64.46,-41.01,-24.15
2019-08-03T13:20:32.094-05:00,-64.46,-41.01,-24.23
2019-08-03T13:20:32.099-05:00,-64.55,-40.93,-24.19
2019-08-03T13:20:32.619-05:00,-64.55,-41.08,-24.19
2019-08-03T13:20:32.622-05:00,-64.55,-41.08,-24.19
2019-08-03T13:20:32.625-05:00,-64.55,-41.08,-24.19
2019-08-03T13:23:26.864-05:00,-64.55,-41.23,-24.19
2019-08-03T13:23:27.306-05:00,-64.55,-41.23,-24.19
2019-08-03T13:23:27.309-05:00,-64.55,-41.08,-24.19
2019-08-03T13:23:28.530-05:00,-64.55,-41.08,-24.19
2019-08-03T13:23:28.534-05:00,-64.55,-41.23,-24.19
2019-08-03T13:23:28.536-05:00,-64.55,-41.23,-24.19
2019-08-03T13:26:13.437-05:00,-64.64,-41.3,-24.23
2019-08-03T13:26:13.883-05:00,-64.92,-41.3,-24.23
2019-08-03T13:26:13.889-05:00,-64.64,-41.3,-24.23
2019-08-03T13:26:14.344-05:00,-64.64,-41.3,-24.23
2019-08-03T13:26:14.347-05:00,-64.64,-41.3,-24.23
2019-08-03T13:26:14.637-05:00,-64.64,-41.3,-24.23
2019-08-03T13:58:44.893-05:00,-64.64,-41.3,-24.23
2019-08-03T13:58:45.376-05:00,-64.64,-41.3,-24.23
2019-08-03T13:58:45.894-05:00,-65.18,-41.51,-24.35
2019-08-03T13:58:45.900-05:00,-65.27,-41.74,-24.39
2019-08-03T13:58:45.901-05:00,-65.27,-41.74,-24.39
2019-08-03T13:58:46.173-05:00,-65.27,-41.74,-24.47
2019-08-03T14:01:41.629-05:00,-64.9,-41.66,-24.35
2019-08-03T14:01:42.072-05:00,-65.18,-41.66,-24.35
2019-08-03T14:01:42.074-05:00,-65.18,-41.66,-24.35
2019-08-03T14:01:42.538-05:00,-65.18,-41.66,-24.35
2019-08-03T14:01:42.540-05:00,-65.18,-41.66,-24.35
2019-08-03T14:01:42.830-05:00,-65.18,-41.66,-24.35
2019-08-03T17:26:38.234-05:00,-64.42,-41.17,-23.81
2019-08-03T20:02:24.351-05:00,-65.37,-41.49,-23.74
2019-08-03T22:02:51.176-05:00,-65.3,-41.41,-23.36
2019-08-04T00:03:19.266-05:00,-65.59,-41.1,-23.12
2019-08-04T02:03:43.898-05:00,-66.18,-40.85,-22.9
2019-08-04T04:04:10.554-05:00,-66.77,-40.8,-22.87
2019-08-04T06:04:41.470-05:00,-67.06,-40.55,-22.74
2019-08-04T08:03:16.008-05:00,-68.07,-40.77,-22.85
2019-08-04T10:05:38.058-05:00,-70.56,-42.15,-23.58
2019-08-04T12:04:14.088-05:00,-72.94,-44.08,-24.42
2019-08-04T12:42:07.341-05:00,-73.56,-44.86,-24.75
2019-08-04T12:42:07.353-05:00,-73.22,-44.86,-24.75
2019-08-04T12:42:07.803-05:00,-73.56,-44.69,-24.75
2019-08-04T12:42:07.805-05:00,-73.22,-44.69,-24.75
2019-08-04T12:42:08.118-05:00,-73.56,-44.69,-24.75
2019-08-04T12:44:47.064-05:00,-73.56,-44.86,-24.75
2019-08-04T12:44:47.671-05:00,-73.56,-44.86,-24.75
2019-08-04T12:44:48.667-05:00,-73.22,-44.86,-24.75
2019-08-04T12:44:48.674-05:00,-73.56,-44.86,-24.75
2019-08-04T12:44:48.676-05:00,-73.56,-44.86,-24.66
2019-08-04T12:48:20.589-05:00,-73.56,-44.69,-24.66
2019-08-04T12:48:21.036-05:00,-73.22,-44.86,-24.66
2019-08-04T12:48:21.494-05:00,-73.56,-44.86,-24.66
2019-08-04T12:48:21.496-05:00,-73.56,-44.86,-24.66
2019-08-04T12:48:21.810-05:00,-73.56,-44.86,-24.66
2019-08-04T12:50:40.573-05:00,-73.56,-44.86,-24.66
2019-08-04T12:50:41.092-05:00,-73.56,-44.86,-24.75
2019-08-04T12:50:41.100-05:00,-73.56,-44.86,-24.75
2019-08-04T12:50:41.102-05:00,-73.56,-44.86,-24.75
2019-08-04T12:50:41.373-05:00,-73.56,-44.86,-24.75
2019-08-04T16:06:59.009-05:00,-74.81,-46.25,-25.11
2019-08-04T18:07:28.749-05:00,-75.39,-47.24,-25.16
2019-08-04T22:01:02.761-05:00,-74.1,-45.84,-23.76
2019-08-05T00:08:48.441-05:00,-74.92,-45.99,-23.65
2019-08-05T02:09:12.940-05:00,-74.83,-45.58,-23.37
2019-08-05T04:09:37.399-05:00,-75.66,-45.61,-23.29
2019-08-05T08:10:33.952-05:00,-76.61,-45.71,-23.34
2019-08-05T10:11:01.327-05:00,-78.19,-46.37,-23.64
2019-08-05T12:11:27.836-05:00,-80.5,-47.75,-24.21
2019-08-05T14:12:01.986-05:00,-83.55,-51.04,-25.03
2019-08-05T14:34:10.376-05:00,-84.86,-52.69,-25.48
2019-08-05T14:34:10.859-05:00,-84.86,-52.69,-25.48
2019-08-05T14:34:10.862-05:00,-84.98,-52.76,-25.52
2019-08-05T14:34:11.904-05:00,-84.98,-52.76,-25.52
2019-08-05T14:34:11.907-05:00,-84.98,-52.76,-25.52
2019-08-05T14:34:11.908-05:00,-84.98,-52.76,-25.52
2019-08-05T14:48:58.176-05:00,-85.1,-53.05,-25.56
2019-08-05T14:48:58.662-05:00,-85.1,-52.84,-25.56
2019-08-05T14:48:58.664-05:00,-85.51,-52.84,-25.56
2019-08-05T14:48:59.203-05:00,-85.1,-52.84,-25.56
2019-08-05T14:48:59.205-05:00,-85.51,-52.84,-25.56
2019-08-05T14:48:59.207-05:00,-85.51,-53.05,-25.56
2019-08-05T15:19:33.800-05:00,-85.22,-53.13,-25.6
2019-08-05T15:19:35.133-05:00,-85.63,-53.13,-25.6
2019-08-05T15:19:35.136-05:00,-85.63,-53.13,-25.6
2019-08-05T15:19:35.138-05:00,-85.63,-53.13,-25.6
2019-08-05T15:19:35.140-05:00,-85.63,-53.13,-25.6
2019-08-05T15:19:35.142-05:00,-85.63,-53.13,-25.6
2019-08-05T15:22:46.830-05:00,-85.74,-53.42,-25.73
2019-08-05T15:22:47.316-05:00,-85.74,-53.42,-25.73
2019-08-05T15:22:47.320-05:00,-85.74,-53.42,-25.73
2019-08-05T15:22:47.857-05:00,-85.74,-53.42,-25.73
2019-08-05T15:22:47.858-05:00,-85.74,-53.42,-25.73
2019-08-05T15:22:47.865-05:00,-85.74,-53.42,-25.65
2019-08-05T15:22:48.150-05:00,-85.86,-53.49,-25.69
2019-08-05T18:16:09.161-05:00,-86.51,-54.47,-25.57
2019-08-05T19:28:12.392-05:00,-86.56,-54.7,-25.53
2019-08-05T19:28:12.836-05:00,-86.56,-54.7,-25.53
2019-08-05T19:28:12.842-05:00,-86.56,-54.7,-25.53
2019-08-05T19:28:13.297-05:00,-86.44,-54.62,-25.49
2019-08-05T19:28:13.300-05:00,-86.56,-54.7,-25.53
2019-08-05T19:28:13.592-05:00,-86.56,-54.7,-25.53
2019-08-05T19:54:00.763-05:00,-86.25,-54.93,-25.29
2019-08-05T19:54:01.247-05:00,-86.25,-54.93,-25.29
2019-08-05T19:54:01.253-05:00,-86.67,-54.93,-25.29
2019-08-05T19:54:01.787-05:00,-86.67,-54.93,-25.29
2019-08-05T19:54:01.791-05:00,-86.67,-54.93,-25.29
2019-08-05T19:54:01.794-05:00,-86.67,-54.93,-25.29
2019-08-05T20:01:33.966-05:00,-86.17,-54.85,-25.13
2019-08-05T20:01:34.411-05:00,-86.59,-54.85,-25.13
2019-08-05T20:01:34.414-05:00,-86.17,-54.85,-25.13
2019-08-05T20:01:34.873-05:00,-86.17,-54.85,-25.13
2019-08-05T20:01:34.876-05:00,-86.59,-54.85,-25.13
2019-08-05T20:01:35.166-05:00,-86.17,-54.85,-25.13
2019-08-05T20:04:47.333-05:00,-86.34,-54.7,-25.05
2019-08-05T20:04:48.141-05:00,-86.34,-54.7,-25.05
2019-08-05T20:04:48.145-05:00,-86.34,-54.7,-25.05
2019-08-05T20:04:48.238-05:00,-86.47,-54.77,-25.09
2019-08-05T20:04:48.241-05:00,-86.34,-54.7,-25.05
2019-08-05T20:04:49.000-05:00,-86.34,-54.7,-25.05
2019-08-05T20:23:36.012-05:00,-86.34,-54.7,-25.05
2019-08-05T20:23:36.414-05:00,-86.34,-54.7,-25.05
2019-08-05T20:23:36.913-05:00,-86.34,-54.7,-25.05
2019-08-05T20:23:36.921-05:00,-86.34,-54.7,-25.05
2019-08-05T20:23:36.922-05:00,-86.34,-54.7,-25.05
2019-08-05T20:23:37.207-05:00,-86.34,-54.7,-25.05
2019-08-05T20:39:25.938-05:00,-85.97,-54.69,-24.93
2019-08-05T20:39:26.419-05:00,-85.97,-54.69,-24.93
2019-08-05T20:39:26.421-05:00,-86.39,-54.69,-25.01
2019-08-05T20:39:26.987-05:00,-85.97,-54.69,-24.93
2019-08-05T20:39:26.990-05:00,-86.39,-54.69,-24.93
2019-08-05T20:39:26.993-05:00,-86.39,-54.69,-25.01
2019-08-05T20:46:24.761-05:00,-86.01,-54.68,-24.89
2019-08-05T20:46:24.766-05:00,-86.01,-54.68,-24.81
2019-08-05T20:46:25.301-05:00,-86.01,-54.68,-24.81
2019-08-05T20:46:25.308-05:00,-86.01,-54.68,-24.89
2019-08-05T20:46:25.311-05:00,-86.01,-54.68,-24.81
2019-08-05T20:46:25.580-05:00,-86.01,-54.68,-24.89
2019-08-05T21:13:54.753-05:00,-85.89,-54.61,-24.86
2019-08-05T21:13:55.197-05:00,-85.89,-54.61,-24.86
2019-08-05T21:13:55.201-05:00,-85.89,-54.61,-24.86
2019-08-05T21:13:55.658-05:00,-85.89,-54.61,-24.86
2019-08-05T21:13:55.661-05:00,-85.89,-54.61,-24.86
2019-08-05T21:13:55.953-05:00,-85.89,-54.61,-24.86
2019-08-05T22:39:08.496-05:00,-85.8,-54.52,-24.7
2019-08-05T22:39:08.499-05:00,-85.8,-54.52,-24.7
2019-08-05T22:39:08.503-05:00,-85.8,-54.52,-24.7
2019-08-05T22:39:08.650-05:00,-85.8,-54.52,-24.7
2019-08-05T22:39:08.653-05:00,-85.8,-54.52,-24.7
2019-08-05T22:39:08.965-05:00,-85.8,-54.52,-24.7
2019-08-05T22:57:40.092-05:00,-80.67,-55.18,-24.86
2019-08-05T22:57:40.574-05:00,-80.28,-55.18,-24.77
2019-08-05T22:57:40.576-05:00,-79.52,-55.18,-24.77
2019-08-05T22:57:41.118-05:00,-78.77,-55.18,-24.86
2019-08-05T22:57:41.120-05:00,-77.3,-55.18,-24.86
2019-08-05T22:57:41.124-05:00,-75.16,-55.18,-24.86
2019-08-05T23:18:14.174-05:00,-12.21,-21.65,-18.94
2019-08-05T23:18:14.616-05:00,-12.21,-21.51,-18.81
2019-08-05T23:18:14.619-05:00,-12.21,-21.43,-18.75
2019-08-05T23:18:15.078-05:00,-12.21,-21.29,-18.68
2019-08-05T23:18:15.081-05:00,-12.21,-21.21,-18.62
2019-08-05T23:18:15.372-05:00,-12.21,-21.07,-18.62
2019-08-06T01:32:14.374-05:00,-12.61,-11.03,-14.59
2019-08-06T01:32:14.379-05:00,-12.61,-11.03,-14.54
2019-08-06T01:32:14.833-05:00,-12.56,-11.03,-14.54
2019-08-06T01:32:14.841-05:00,-12.61,-11.03,-14.54
2019-08-06T01:32:14.845-05:00,-12.56,-11.03,-14.54
2019-08-06T01:32:15.135-05:00,-12.56,-11.03,-14.54
2019-08-06T01:33:59.038-05:00,-12.75,-10.74,-18.26
2019-08-06T01:33:59.523-05:00,-12.75,-10.74,-18.26
2019-08-06T01:33:59.526-05:00,-12.79,-10.74,-18.26
2019-08-06T01:34:00.023-05:00,-12.79,-10.74,-18.26
2019-08-06T01:34:00.027-05:00,-12.79,-10.74,-18.26
2019-08-06T01:38:11.219-05:00,-12.79,-10.78,-18.32
2019-08-06T01:38:11.664-05:00,-12.79,-10.74,-18.32
2019-08-06T01:38:12.118-05:00,-12.79,-10.74,-18.32
2019-08-06T01:38:12.125-05:00,-12.79,-10.74,-18.32
2019-08-06T01:38:12.127-05:00,-12.79,-10.74,-18.32
2019-08-06T01:40:50.138-05:00,-12.84,-10.78,-18.45
2019-08-06T01:40:50.624-05:00,-12.77,-10.76,-18.42
2019-08-06T01:40:50.626-05:00,-12.82,-10.76,-18.42
2019-08-06T01:40:51.188-05:00,-12.77,-10.76,-18.42
2019-08-06T01:40:51.192-05:00,-12.77,-10.76,-18.42
2019-08-06T01:40:51.198-05:00,-12.82,-10.76,-18.48
2019-08-06T01:45:54.480-05:00,-12.82,-10.76,-18.55
2019-08-06T01:45:54.998-05:00,-12.82,-10.76,-18.55
2019-08-06T01:45:55.377-05:00,-12.82,-10.76,-18.55
2019-08-06T01:45:55.381-05:00,-12.82,-10.76,-18.55
2019-08-06T01:45:55.383-05:00,-12.82,-10.76,-18.55
2019-08-06T01:45:55.384-05:00,-12.82,-10.76,-18.61
2019-08-06T01:45:55.385-05:00,-12.82,-10.76,-18.61
2019-08-06T01:48:55.391-05:00,-12.82,-10.76,-18.61
2019-08-06T01:48:55.395-05:00,-12.82,-10.76,-18.61
2019-08-06T01:48:55.397-05:00,-12.82,-10.76,-18.68
2019-08-06T01:48:55.398-05:00,-12.82,-10.76,-18.68
2019-08-06T01:48:55.934-05:00,-12.82,-10.76,-18.68
2019-08-06T01:48:55.937-05:00,-12.82,-10.76,-18.68
2019-08-06T01:48:55.938-05:00,-12.82,-10.76,-18.68
2019-08-06T01:48:55.939-05:00,-12.82,-10.76,-18.68
2019-08-06T02:52:33.158-05:00,-12.82,-10.76,-18.74
2019-08-06T02:52:33.697-05:00,-12.82,-10.76,-18.74
2019-08-06T02:52:34.203-05:00,-12.87,-10.76,-18.74
2019-08-06T02:52:34.205-05:00,-12.87,-10.76,-18.74
2019-08-06T02:52:34.208-05:00,-12.87,-10.76,-18.74
2019-08-06T03:32:39.948-05:00,-12.97,-11.03,-20.57
2019-08-06T03:32:40.432-05:00,-12.97,-11.03,-20.57
2019-08-06T03:32:40.436-05:00,-12.97,-11.03,-20.57
2019-08-06T03:32:40.977-05:00,-12.97,-10.99,-20.57
2019-08-06T03:32:40.979-05:00,-12.97,-11.03,-20.57
2019-08-06T03:32:40.982-05:00,-12.97,-11.03,-20.57
2019-08-06T03:46:13.704-05:00,-13.1,-11.23,-21.62
2019-08-06T03:46:14.241-05:00,-13.1,-11.23,-21.62
2019-08-06T03:46:14.243-05:00,-13.1,-11.23,-21.62
2019-08-06T03:46:14.833-05:00,-13.1,-11.23,-21.69
2019-08-06T03:46:14.835-05:00,-13.1,-11.23,-21.69
2019-08-06T03:46:14.837-05:00,-13.1,-11.23,-21.69
2019-08-06T03:59:25.753-05:00,-13.14,-11.36,-21.99
2019-08-06T03:59:26.652-05:00,-13.14,-11.36,-21.99
2019-08-06T03:59:26.658-05:00,-13.12,-11.34,-21.95
2019-08-06T03:59:26.661-05:00,-13.14,-11.36,-21.99
2019-08-06T03:59:26.953-05:00,-13.14,-11.36,-22.06
2019-08-06T04:25:57.713-05:00,-13.17,-11.47,-22.25
2019-08-06T04:25:58.140-05:00,-13.14,-11.49,-22.29
2019-08-06T04:25:58.146-05:00,-13.14,-11.49,-22.29
2019-08-06T04:25:58.150-05:00,-13.12,-11.47,-22.33
2019-08-06T04:25:58.439-05:00,-13.12,-11.47,-22.33
2019-08-06T04:30:14.256-05:00,-13.27,-11.74,-22.87
2019-08-06T04:30:14.742-05:00,-13.27,-11.78,-22.87
2019-08-06T04:30:15.283-05:00,-13.27,-11.78,-22.87
2019-08-06T04:30:15.286-05:00,-13.27,-11.74,-22.87
2019-08-06T04:30:15.289-05:00,-13.27,-11.74,-22.95
2019-08-06T04:33:11.336-05:00,-13.27,-11.78,-22.95
2019-08-06T04:33:11.776-05:00,-13.27,-11.78,-22.95
2019-08-06T04:33:11.782-05:00,-13.27,-11.78,-23.03
2019-08-06T04:33:12.241-05:00,-13.27,-11.83,-22.95
2019-08-06T04:33:12.244-05:00,-13.27,-11.78,-23.03
2019-08-06T04:33:12.536-05:00,-13.27,-11.83,-23.03
2019-08-06T04:51:58.197-05:00,-13.27,-11.83,-23.03
2019-08-06T04:51:58.643-05:00,-13.32,-11.92,-23.11
2019-08-06T04:51:58.644-05:00,-13.37,-12.01,-23.18
2019-08-06T04:51:58.646-05:00,-13.35,-12.08,-23.31
2019-08-06T04:51:59.129-05:00,-13.35,-12.08,-23.31
2019-08-06T05:06:09.833-05:00,-13.44,-12.12,-23.39
2019-08-06T05:06:10.337-05:00,-13.44,-12.12,-23.39
2019-08-06T05:06:10.340-05:00,-13.4,-12.12,-23.39
2019-08-06T05:06:10.961-05:00,-13.4,-12.12,-23.39
2019-08-06T05:06:10.965-05:00,-13.47,-12.14,-23.42
2019-08-06T05:06:10.967-05:00,-13.44,-12.12,-23.39
2019-08-06T05:27:55.250-05:00,-13.59,-12.35,-23.63
2019-08-06T05:27:55.700-05:00,-13.59,-12.35,-23.63
2019-08-06T05:27:55.704-05:00,-13.59,-12.35,-23.71
2019-08-06T05:27:56.156-05:00,-13.54,-12.35,-23.63
2019-08-06T05:27:56.158-05:00,-13.61,-12.37,-23.66
2019-08-06T05:27:56.452-05:00,-13.54,-12.35,-23.63
2019-08-06T07:57:52.197-05:00,-13.87,-12.66,-24
2019-08-06T07:57:52.638-05:00,-13.87,-12.66,-24
2019-08-06T07:57:52.641-05:00,-13.87,-12.66,-24
2019-08-06T07:57:53.102-05:00,-13.87,-12.66,-24
2019-08-06T07:57:53.111-05:00,-13.87,-12.66,-24
2019-08-06T07:57:53.397-05:00,-13.87,-12.66,-24
2019-08-06T09:54:42.676-05:00,-17.17,-15.73,-25.55
2019-08-06T09:54:43.121-05:00,-17.17,-15.73,-25.55
2019-08-06T09:54:43.129-05:00,-17.2,-15.75,-25.59
2019-08-06T09:54:43.582-05:00,-17.17,-15.73,-25.55
2019-08-06T09:54:43.585-05:00,-17.17,-15.73,-25.55
2019-08-06T09:54:43.895-05:00,-17.23,-15.73,-25.55
2019-08-06T11:33:55.177-05:00,-23.54,-22.28,-27.66
2019-08-06T11:33:55.620-05:00,-23.62,-22.28,-27.56
2019-08-06T11:33:55.622-05:00,-23.62,-22.28,-27.56
2019-08-06T11:33:56.102-05:00,-23.62,-22.28,-27.56
2019-08-06T11:33:56.104-05:00,-23.62,-22.21,-27.66
2019-08-06T11:33:56.397-05:00,-23.62,-22.28,-27.56
2019-08-06T11:36:51.142-05:00,-23.66,-22.39,-27.61
2019-08-06T11:36:51.146-05:00,-23.66,-22.39,-27.61
2019-08-06T11:36:51.681-05:00,-23.66,-22.39,-27.61
2019-08-06T11:36:51.688-05:00,-23.66,-22.39,-27.61
2019-08-06T11:36:51.691-05:00,-23.66,-22.39,-27.61
2019-08-06T11:36:51.982-05:00,-23.66,-22.39,-27.61
2019-08-06T11:43:11.834-05:00,-23.74,-22.47,-27.61
2019-08-06T11:43:12.315-05:00,-23.82,-22.47,-27.61
2019-08-06T11:43:12.320-05:00,-23.82,-22.47,-27.61
2019-08-06T11:43:12.861-05:00,-23.74,-22.47,-27.61
2019-08-06T11:43:12.863-05:00,-23.82,-22.47,-27.7
2019-08-06T11:43:12.865-05:00,-23.82,-22.47,-27.7
2019-08-06T11:58:11.333-05:00,-24.02,-22.66,-27.75
2019-08-06T11:58:11.815-05:00,-24.02,-22.66,-27.65
2019-08-06T11:58:11.817-05:00,-23.94,-22.66,-27.75
2019-08-06T11:58:12.357-05:00,-24.02,-22.66,-27.75
2019-08-06T11:58:12.360-05:00,-24.02,-22.66,-27.65
2019-08-06T11:58:12.363-05:00,-24.02,-22.66,-27.75
2019-08-06T12:08:17.304-05:00,-24.64,-23.32,-27.78
2019-08-06T12:08:17.784-05:00,-24.64,-23.4,-27.78
2019-08-06T12:08:17.795-05:00,-24.64,-23.32,-27.78
2019-08-06T12:08:18.331-05:00,-24.64,-23.4,-27.78
2019-08-06T12:08:18.335-05:00,-24.64,-23.4,-27.78
